ID,Tên,Phân loại,Mã loại,Cấp,Giới tính,Tbi 2,Mô tả
937,Ngũ Vĩ Mã Ngư Sơ Cấp,Thú nuôi,10,1,Cả hai,,
938,Lục Vĩ Bạch Sên Sơ Cấp,Thú nuôi,10,1,Cả hai,,
939,Thất Vĩ Cương Trùng Sơ Cấp,Thú nuôi,10,1,Cả hai,,
940,Bát Vĩ Khổng Ngưu Sơ Cấp,Thú nuôi,10,1,Cả hai,,
941,Cửu Vĩ Hồ Ly Sơ Cấp,Thú nuôi,10,1,Cả hai,,
942,Bùa Aitemu,Vật phẩm thường,27,1,Cả hai,,Gia hạn vật phẩm không phải thú và thời trang
943,Bùa Sochi,Vật phẩm thường,27,1,Cả hai,,"Gia hạn trang bị, mặt nạ, thú nuôi,..."
944,Bùa Noru,Vật phẩm thường,27,1,Cả hai,,Gia hạn thú cưỡi
945,Pet Boru,Thú nuôi,10,1,Cả hai,,
946,Dây Nenshi,Vật phẩm thường,27,1,Cả hai,,Dùng thu thập trứng vĩ thú
947,Kim Thạc Hộ Phù,Thú nuôi - Hộ phù,35,15,Cả hai,,Trang bị Vĩ Thú
948,Kim Thạc Dị Trảo,Thú nuôi - Dị trảo,36,18,Cả hai,,Trang bị Vĩ Thú
949,Kim Thạc Thể Giáp,Thú nuôi - Thể giáp,37,12,Cả hai,,Trang bị Vĩ Thú
950,Kim Thạc Hạng Khuyên,Thú nuôi - Hạng khuyên,38,10,Cả hai,,Trang bị Vĩ Thú
951,Thuỷ Nguyên Hộ Phù,Thú nuôi - Hộ phù,35,25,Cả hai,,Trang bị Vĩ Thú
952,Thuỷ Nguyên Dị Trảo,Thú nuôi - Dị trảo,36,28,Cả hai,,Trang bị Vĩ Thú
953,Thuỷ Nguyên Thể Giáp,Thú nuôi - Thể giáp,37,22,Cả hai,,Trang bị Vĩ Thú
954,Thuỷ Nguyên Hạng Khuyên,Thú nuôi - Hạng khuyên,38,20,Cả hai,,Trang bị Vĩ Thú
955,Linh Tú Hộ Phù,Thú nuôi - Hộ phù,35,35,Cả hai,,Trang bị Vĩ Thú
956,Linh Tú Dị Trảo,Thú nuôi - Dị trảo,36,38,Cả hai,,Trang bị Vĩ Thú
957,Linh Tú Thể Giáp,Thú nuôi - Thể giáp,37,32,Cả hai,,Trang bị Vĩ Thú
958,Linh Tú Hạng Khuyên,Thú nuôi - Hạng khuyên,38,30,Cả hai,,Trang bị Vĩ Thú
959,Xích Tử Hộ Phù,Thú nuôi - Hộ phù,35,45,Cả hai,,Trang bị Vĩ Thú
960,Xích Tử Dị Trảo,Thú nuôi - Dị trảo,36,48,Cả hai,,Trang bị Vĩ Thú
961,Xích Tử Thể Giáp,Thú nuôi - Thể giáp,37,42,Cả hai,,Trang bị Vĩ Thú
962,Xích Tử Hạng Khuyên,Thú nuôi - Hạng khuyên,38,40,Cả hai,,Trang bị Vĩ Thú
963,Ngân Giác Hộ Phù,Thú nuôi - Hộ phù,35,55,Cả hai,,Trang bị Vĩ Thú
964,Ngân Giác Dị Trảo,Thú nuôi - Dị trảo,36,58,Cả hai,,Trang bị Vĩ Thú
965,Ngân Giác Thể Giáp,Thú nuôi - Thể giáp,37,52,Cả hai,,Trang bị Vĩ Thú
966,Ngân Giác Hạng Khuyên,Thú nuôi - Hạng khuyên,38,50,Cả hai,,Trang bị Vĩ Thú
967,Hồng Bảo Hộ Phù,Thú nuôi - Hộ phù,35,65,Cả hai,,Trang bị Vĩ Thú
968,Hồng Bảo Dị Trảo,Thú nuôi - Dị trảo,36,68,Cả hai,,Trang bị Vĩ Thú
969,Hồng Bảo Thể Giáp,Thú nuôi - Thể giáp,37,62,Cả hai,,Trang bị Vĩ Thú
970,Hồng Bảo Hạng Khuyên,Thú nuôi - Hạng khuyên,38,60,Cả hai,,Trang bị Vĩ Thú
971,Lục Huyễn Hộ Phù,Thú nuôi - Hộ phù,35,75,Cả hai,,Trang bị Vĩ Thú
972,Lục Huyễn Dị Trảo,Thú nuôi - Dị trảo,36,78,Cả hai,,Trang bị Vĩ Thú
973,Lục Huyễn Thể Giáp,Thú nuôi - Thể giáp,37,72,Cả hai,,Trang bị Vĩ Thú
974,Lục Huyễn Hạng Khuyên,Thú nuôi - Hạng khuyên,38,70,Cả hai,,Trang bị Vĩ Thú
975,Phi Huyết Hộ Phù,Thú nuôi - Hộ phù,35,85,Cả hai,,Trang bị Vĩ Thú
976,Phi Huyết Dị Trảo,Thú nuôi - Dị trảo,36,88,Cả hai,,Trang bị Vĩ Thú
977,Phi Huyết Thể Giáp,Thú nuôi - Thể giáp,37,82,Cả hai,,Trang bị Vĩ Thú
978,Phi Huyết Hạng Khuyên,Thú nuôi - Hạng khuyên,38,80,Cả hai,,Trang bị Vĩ Thú
979,Hổ Phách Hộ Phù,Thú nuôi - Hộ phù,35,95,Cả hai,,Trang bị Vĩ Thú
980,Hổ Phách Dị Trảo,Thú nuôi - Dị trảo,36,98,Cả hai,,Trang bị Vĩ Thú
981,Hổ Phách Thể Giáp,Thú nuôi - Thể giáp,37,92,Cả hai,,Trang bị Vĩ Thú
982,Hổ Phách Hạng Khuyên,Thú nuôi - Hạng khuyên,38,90,Cả hai,,Trang bị Vĩ Thú
983,Vĩ Thú Lệnh,Vật phẩm thường,27,1,Cả hai,,Di chuyển tới Lối Vào Hang Karasumori 
984,Quả Chaka Xanh,Vật phẩm thường,27,1,Cả hai,,Tăng 1-10 exp vĩ thú
985,Quả Chaka Vàng,Vật phẩm thường,27,1,Cả hai,,Tăng 200 exp cho vĩ thú
986,Quả Chaka Tím,Vật phẩm thường,27,1,Cả hai,,Tăng 300 exp cho vĩ thú
987,Ngũ Hành Quả,Vật phẩm thường,27,1,Cả hai,,Nâng cấp vĩ thú lên cấp mới khi đạt 99%
988,Ngũ Hành Hoa,Vật phẩm thường,27,1,Cả hai,,Hồi phục 150 thể lực vĩ thú
989,Tamamizu,Vật phẩm thường,27,1,Cả hai,,Ấp ra vĩ thú sơ cấp
990,Tamakiro,Vật phẩm thường,27,1,Cả hai,,Ấp ra vĩ thú trung cấp
991,Tamamura ,Vật phẩm thường,27,1,Cả hai,,Ấp ra vĩ thú cao cấp
992,Tamadai ,Vật phẩm thường,27,1,Cả hai,,Ấp ra vĩ thú siêu cấp
993,Trứng Vĩ Thú ,Vật phẩm thường,27,1,Cả hai,,Cần 1tr yên để giải phong ấn
994,Nhất Vĩ Li Mao Bảo Bảo Trung Cấp,Thú nuôi,10,1,Cả hai,,
995,Nhị Vĩ Ác Miêu Bảo Bảo Trung Cấp,Thú nuôi,10,1,Cả hai,,
996,Tam Vĩ Khổng Quy Bảo Bảo Trung Cấp,Thú nuôi,10,1,Cả hai,,
997,Tứ Vĩ Hầu Tôn Bảo Bảo Trung Cấp,Thú nuôi,10,1,Cả hai,,
998,Ngũ Vĩ Mã Ngư Bảo Bảo Trung Cấp,Thú nuôi,10,1,Cả hai,,
999,Lục Vĩ Bạch Sên Bảo Bảo Trung Cấp,Thú nuôi,10,1,Cả hai,,
1000,Thất Vĩ Cương Trùng Bảo Bảo Trung Cấp,Thú nuôi,10,1,Cả hai,,
1001,Bát Vĩ Khổng Ngưu Bảo Bảo Trung Cấp,Thú nuôi,10,1,Cả hai,,
1002,Cửu Vĩ Hồ Ly Bảo Bảo Trung Cấp,Thú nuôi,10,1,Cả hai,,
1003,Nhất Vĩ Li Mao Trung Cấp,Thú nuôi,10,1,Cả hai,,
1004,Nhị Vĩ Ác Miêu Trung Cấp,Thú nuôi,10,1,Cả hai,,
1005,Tam Vĩ Khổng Quy Trung Cấp,Thú nuôi,10,1,Cả hai,,
1006,Tứ Vĩ Hầu Tôn Trung Cấp,Thú nuôi,10,1,Cả hai,,
1007,Ngũ Vĩ Mã Ngư Trung Cấp,Thú nuôi,10,1,Cả hai,,
1008,Lục Vĩ Bạch Sên Trung Cấp,Thú nuôi,10,1,Cả hai,,
1009,Thất Vĩ Cương Trùng Trung Cấp,Thú nuôi,10,1,Cả hai,,
1010,Bát Vĩ Khổng Ngưu Trung Cấp,Thú nuôi,10,1,Cả hai,,
1011,Cửu Vĩ Hồ Ly Trung Cấp,Thú nuôi,10,1,Cả hai,,
1012,Nhất Vĩ Li Mao Bảo Bảo Cao Cấp,Thú nuôi,10,1,Cả hai,,
1013,Nhị Vĩ Ác Miêu Bảo Bảo Cao Cấp,Thú nuôi,10,1,Cả hai,,
1014,Tam Vĩ Khổng Quy Bảo Bảo Cao Cấp,Thú nuôi,10,1,Cả hai,,
1015,Tứ Vĩ Hầu Tôn Bảo Bảo Cao Cấp,Thú nuôi,10,1,Cả hai,,
1016,Ngũ Vĩ Mã Ngư Bảo Bảo Cao Cấp,Thú nuôi,10,1,Cả hai,,
1017,Lục Vĩ Bạch Sên Bảo Bảo Cao Cấp,Thú nuôi,10,1,Cả hai,,
1018,Thất Vĩ Cương Trùng Bảo Bảo Cao Cấp,Thú nuôi,10,1,Cả hai,,
1019,Bát Vĩ Khổng Ngưu Bảo Bảo Cao Cấp,Thú nuôi,10,1,Cả hai,,
1020,Cửu Vĩ Hồ Ly Bảo Bảo Cao Cấp,Thú nuôi,10,1,Cả hai,,
1021,Nhất Vĩ Li Mao Cao Cấp,Thú nuôi,10,1,Cả hai,,
1022,Nhị Vĩ Ác Miêu Cao Cấp,Thú nuôi,10,1,Cả hai,,
1023,Tam Vĩ Khổng Quy Cao Cấp,Thú nuôi,10,1,Cả hai,,
1024,Tứ Vĩ Hầu Tôn Cao Cấp,Thú nuôi,10,1,Cả hai,,
1025,Ngũ Vĩ Mã Ngư Cao Cấp,Thú nuôi,10,1,Cả hai,,
1026,Lục Vĩ Bạch Sên Cao Cấp,Thú nuôi,10,1,Cả hai,,
1027,Thất Vĩ Cương Trùng Cao Cấp,Thú nuôi,10,1,Cả hai,,
1028,Bát Vĩ Khổng Ngưu Cao Cấp,Thú nuôi,10,1,Cả hai,,
1029,Cửu Vĩ Hồ Ly Cao Cấp,Thú nuôi,10,1,Cả hai,,
1030,Nhất Vĩ Li Mao Bảo Bảo Siêu Cấp,Thú nuôi,10,1,Cả hai,,
1031,Nhị Vĩ Ác Miêu Bảo Bảo Siêu Cấp,Thú nuôi,10,1,Cả hai,,
1032,Tam Vĩ Khổng Quy Bảo Bảo Siêu Cấp,Thú nuôi,10,1,Cả hai,,
1033,Tứ Vĩ Hầu Tôn Bảo Bảo Siêu Cấp,Thú nuôi,10,1,Cả hai,,
1034,Ngũ Vĩ Mã Ngư Bảo Bảo Siêu Cấp,Thú nuôi,10,1,Cả hai,,
1035,Lục Vĩ Bạch Sên Bảo Bảo Siêu Cấp,Thú nuôi,10,1,Cả hai,,
1036,Thất Vĩ Cương Trùng Bảo Bảo Siêu Cấp,Thú nuôi,10,1,Cả hai,,
1037,Bát Vĩ Khổng Ngưu Bảo Bảo Siêu Cấp,Thú nuôi,10,1,Cả hai,,
1038,Cửu Vĩ Hồ Ly Bảo Bảo Siêu Cấp,Thú nuôi,10,1,Cả hai,,
1039,Nhất Vĩ Li Mao Siêu Cấp,Thú nuôi,10,1,Cả hai,,
1040,Nhị Vĩ Ác Miêu Siêu Cấp,Thú nuôi,10,1,Cả hai,,
1041,Tam Vĩ Khổng Quy Siêu Cấp,Thú nuôi,10,1,Cả hai,,
1042,Tứ Vĩ Hầu Tôn Siêu Cấp,Thú nuôi,10,1,Cả hai,,
1043,Ngũ Vĩ Mã Ngư Siêu Cấp,Thú nuôi,10,1,Cả hai,,
1044,Lục Vĩ Bạch Sên Siêu Cấp,Thú nuôi,10,1,Cả hai,,
1045,Thất Vĩ Cương Trùng Siêu Cấp,Thú nuôi,10,1,Cả hai,,
1046,Bát Vĩ Khổng Ngưu Siêu Cấp,Thú nuôi,10,1,Cả hai,,
1047,Cửu Vĩ Hồ Ly Siêu Cấp,Thú nuôi,10,1,Cả hai,,
1048,Lồng đèn ngôi sao thời trang,Thú nuôi,10,40,Cả hai,x, 
1049,Lồng đèn hoa sen thời trang,Thú nuôi,10,40,Cả hai,x, 
1050,Lồng đèn kéo quân thời trang,Thú nuôi,10,40,Cả hai,x, 
1051,Lồng đèn trái tim thời trang,Thú nuôi,10,40,Cả hai,x, 
1052,Lồng đèn bươm bướm thời trang,Thú nuôi,10,40,Cả hai,x, 
1053,Lồng đèn mặt trăng thời trang,Thú nuôi,10,40,Cả hai,x, 
1054,Lồng đèn mặt trời thời trang,Thú nuôi,10,40,Cả hai,x, 
1055,Lồng đèn tròn thời trang,Thú nuôi,10,40,Cả hai,x, 
1056,Bột mì,Vật phẩm thường,27,20,Cả hai,,Nguyên liệu làm bánh
1057,Trứng,Vật phẩm thường,27,20,Cả hai,,Nguyên liệu làm bánh
1058,Đường,Vật phẩm thường,27,20,Cả hai,,Nguyên liệu làm bánh
1059,Hạt sen,Vật phẩm thường,27,20,Cả hai,,Nguyên liệu làm bánh
1060,Đậu xanh,Vật phẩm thường,27,20,Cả hai,,Nguyên liệu làm bánh
1061,Mứt,Vật phẩm thường,27,20,Cả hai,,Nguyên liệu làm bánh
1062,Bánh thập cẩm,Vật phẩm thường,27,20,Cả hai,,Sự kiện trung thu
1063,Bánh dẻo,Vật phẩm thường,27,20,Cả hai,,Sự kiện trung thu
1064,Bánh đậu xanh,Vật phẩm thường,27,20,Cả hai,,Sự kiện trung thu
1065,Bánh Pía,Vật phẩm thường,27,20,Cả hai,,Sự kiện trung thu
1066,Hộp bánh thường,Vật phẩm thường,27,20,Cả hai,,Sự kiện trung thu
1067,Hộp bánh thượng hạng,Vật phẩm thường,27,20,Cả hai,,Sự kiện trung thu
1068,Giấy gói thường,Vật phẩm thường,27,20,Cả hai,,Dùng làm hộp bánh
1069,Giấy gói cao cấp,Vật phẩm thường,27,20,Cả hai,,Dùng làm hộp bánh
1070,Lồng đèn,Vật phẩm thường,27,1,Cả hai,,Thắp đèn đêm trung thu
1071,Thư mời lễ hội,Vật phẩm thường,27,50,Cả hai,,Thư mời tham gia lễ hội hóa trang
1072,Chổi bay,Vật phẩm thường,27,50,Cả hai,,Chổi bay của phù thủy
1073,Gậy phép,Vật phẩm thường,27,50,Cả hai,,Gậy hóa phép của phù thủy
1074,Phục sinh phù,Vật phẩm thường,27,40,Cả hai,,Tự động hồi sinh trong 30 phút. Chỉ có tác dụng trong hang Karasumori 
1075,Lệnh bài Kamakura,Vật phẩm thường,27,1,Cả hai,,Mở rương nhanh.
1076,Hỏa kỳ lân,Nguyên liệu 4,33,20,Cả hai,x,
1077,Phiếu giảm giá 50%,Vật phẩm thường,27,20,Cả hai,,
1078,Lam sơn dạ,Vật phẩm thường,27,50,Cả hai,,Loài cây chỉ nở vào mùa đông
1079,Trúc bạch thiên lữ,Vật phẩm thường,27,50,Cả hai,,Loài cây chỉ nở vào mùa đông
1080,Lãnh dược,Vật phẩm thường,27,1,Cả hai,,Giúp chống lại cái lạnh
1081,Kim tước thảo,Vật phẩm thường,27,50,Cả hai,,Tăng ngẫu nhiên 2-40 exp cho Trâu
1082,Tử hoa địa đinh,Vật phẩm thường,27,60,Cả hai,,Tăng ngẫu nhiên 50-150 exp cho Trâu
1083,Áo ngũ thân,Áo,2,20,Nam,x,Dùng thay đổi diện mạo
1084,Áo tân thời,Áo,2,20,Nữ,x,Dùng thay đổi diện mạo
1085,Thẻ đổi tên,Vật phẩm thường,27,20,Cả hai,,Dùng để đổi tên
1086,Phiếu giảm giá 10%,Vật phẩm thường,27,20,Cả hai,,
1087,Phiếu giảm giá 20%,Vật phẩm thường,27,20,Cả hai,,
1088,Phiếu giảm giá 30%,Vật phẩm thường,27,20,Cả hai,,
1089,Phiếu giảm giá 40%,Vật phẩm thường,27,20,Cả hai,,
1090,Phiếu giảm giá 50%,Vật phẩm thường,27,20,Cả hai,,
1091,Phiếu giảm giá 60%,Vật phẩm thường,27,20,Cả hai,,
1092,Akasuki,Áo,2,20,Nam,x,Dùng thay đổi diện mạo
1093,Akasuki,Áo,2,20,Nữ,x,Dùng thay đổi diện mạo
1094,Túi vải cấp 5,Vật phẩm thường,27,1,Cả hai,,Dùng để mở thêm 24 ô hành trang
1095,Cát ngũ sắc,Vật phẩm thường,27,20,Cả hai,,Dùng để nâng cấp tà thuật Uchi
1096,Tà thuật Uchi,Bí kíp,15,20,Cả hai,x,Tăng cường sức mạnh triệu hồi Susano
1097,Thiên Vương Tuyến,Nón,0,109,Nam,,
1098,Thiên Vương Tuyến,Nón,0,107,Nữ,,
1099,Thiên Vương Giáp Thượng,Áo,2,107,Nam,,
1100,Thiên Vương Giáp Thượng,Áo,2,103,Nữ,,
1101,Thiên Vương Giáp Hạ,Quần,6,103,Nam,,
1102,Thiên Vương Giáp Hạ,Quần,6,105,Nữ,,
1103,Thiên Vương Thủ,Găng tay,4,105,Nam,,
1104,Thiên Vương Thủ,Găng tay,4,101,Nữ,,
1105,Thiên Vương Ngoa,Giày,8,101,Nam,,
1106,Thiên Vương Ngoa,Giày,8,102,Nữ,,
1107,Thiên Vương Phù,Bùa,9,104,Cả hai,,
1108,Thiên Vương Bội,Ngọc bội,7,106,Cả hai,,
1109,Thiên Vương Giới,Nhẫn,5,108,Cả hai,,
1110,Thiên Vương Liên ,Dây chuyền,3,100,Cả hai,,
1111,Thiên Vương Vô Cực Kiếm,Vũ khí,1,100,Cả hai,x,
1112,Thiên Vương Thiên Hỏa Tiêu,Vũ khí,1,100,Cả hai,x,
1113,Thiên Vương Táng Hồn Dao,Vũ khí,1,100,Cả hai,x,
1114,Thiên Vương Băng Thần Cung,Vũ khí,1,100,Cả hai,x,
1115,Thiên Vương Chiến Lục Đao,Vũ khí,1,100,Cả hai,x,
1116,Thiên Vương Hoàng Phong Phiến,Vũ khí,1,100,Cả hai,x,
1117,RUBY,Ngọc bội,7,30,Cả hai,x,
1118,Trùm Phái,Bí kíp,15,1,Cả hai,x,Danh hiệu
1119,Noname,Bí kíp,15,1,Cả hai,x,Chưa sử dụng 
1120,Noname,Bí kíp,15,1,Cả hai,x,Chưa sử dụng 
1121,Trùm Trường,Bí kíp,15,1,Cả hai,x,Danh hiệu
1122,Noname,Bí kíp,15,1,Cả hai,x,Chưa sử dụng 
1123,Rương Thần Bí,Vật phẩm thường,27,100,Cả hai,,Bên trong chứa Trang Bị cấp 100 ngẫu nhiên
1124,Rương Báu Vật,Vật phẩm thường,27,100,Cả hai,,Bên trong chứa Vũ Khí cấp 100 ngẫu nhiên
1125,Sách võ công Hoả Hồn Long Trảm,Vật phẩm thường,27,120,Cả hai,,Kỹ năng Đẹp và bá đạo không còn gì để nói
1126,Sách võ công Tiêu Hoả Phi Long,Vật phẩm thường,27,120,Cả hai,,Kỹ năng Đẹp và bá đạo không còn gì để nói
1127,Sách võ công Băng Hổ Bạch Long,Vật phẩm thường,27,120,Cả hai,,Kỹ năng Đẹp và bá đạo không còn gì để nói
1128,Sách võ công Tiễn Ưng Vĩnh Cửu,Vật phẩm thường,27,120,Cả hai,,Kỹ năng Đẹp và bá đạo không còn gì để nói
1129,Sách võ công Vũ Đao Thiên Lôi,Vật phẩm thường,27,120,Cả hai,,Kỹ năng Đẹp và bá đạo không còn gì để nói
1130,Sách võ công Thuật Phiến Cuồng Phong,Vật phẩm thường,27,120,Cả hai,,Kỹ năng Đẹp và bá đạo không còn gì để nói
1131,Fan Cứng,Bí kíp,15,1,Cả hai,x,Danh hiệu
1132,Noname,Bí kíp,15,1,Cả hai,x,Chưa sử dụng 
1133,V_VIP,Bí kíp,15,1,Cả hai,x,Danh hiệu
1134,Gạo,Vật phẩm thường,27,10,Cả hai,,Vật phẩm sự kiện Tháng 7
1135,Muối,Vật phẩm thường,27,10,Cả hai,,Vật phẩm sự kiện Tháng 7
1136,Bánh,Vật phẩm thường,27,10,Cả hai,,Vật phẩm sự kiện Tháng 7
1137,Tiền giấy,Vật phẩm thường,27,10,Cả hai,,Vật phẩm sự kiện Tháng 7
1138,Mâm cúng,Vật phẩm thường,27,10,Cả hai,,Vật phẩm sự kiện Tháng 7
1139,Mâm cúng bạc,Vật phẩm thường,27,10,Cả hai,,Vật phẩm sự kiện Tháng 7
1140,Mâm cúng vàng,Vật phẩm thường,27,10,Cả hai,,Vật phẩm sự kiện Tháng 7
1141,Oan Hồn tháng 7,Vật phẩm thường,27,10,Cả hai,,Vật phẩm sự kiện Tháng 7
1142,Máy dò linh hồn,Vật phẩm thường,27,10,Cả hai,,Vật phẩm sự kiện Tháng 7
1143,Hồ Lô,Vật phẩm thường,27,10,Cả hai,,Vật phẩm sự kiện Tháng 7
1144,Hộp quà may mắn,Vật phẩm thường,27,10,Cả hai,,Vật phẩm sự kiện Tháng 7
1145,Noname,Bí kíp,15,1,Cả hai,x,Chưa sử dụng 
1146,Đá Chinh Phục,Vật phẩm thường,27,1,Cả hai,,Nguyên liệu quý dùng để Khai Hóa trang bị
1147,Đá Vô Thương,Vật phẩm thường,27,1,Cả hai,,Nguyên liệu quý dùng để Khai Hóa trang bị
1148,Đá Phục Sinh,Vật phẩm thường,27,1,Cả hai,,Nguyên liệu quý dùng để Khai Hóa trang bị
1149,Noname,Bí kíp,15,1,Cả hai,x,Chưa sử dụng 
1150,Đệ Nhất Ninja,Bí kíp,15,1,Cả hai,x,Danh hiệu
1151,Đệ Nhị,Bí kíp,15,1,Cả hai,x,Danh hiệu
1152,Đệ Tam,Bí kíp,15,1,Cả hai,x,Danh hiệu
1153,Đệ Tứ,Bí kíp,15,1,Cả hai,x,Danh hiệu
1154,Noname,Bí kíp,15,1,Cả hai,x,Danh hiệu
1155,Noname,Bí kíp,15,1,Cả hai,x,Danh hiệu
1156,Đoạn Mệnh Thương,Vũ khí,1,1,Cả hai,x,Vũ khí thời trang
1157,Thần Thoại Kiếm,Vũ khí,1,1,Cả hai,x,Vũ khí thời trang
1158,Túi vải cấp 6,Vật phẩm thường,27,1,Cả hai,,Dùng để mở thêm 18 ô hành trang
1159,Cải trang Anime,Mặt nạ,11,1,Cả hai,,Chống đồ sát
1160,Áo anime ,Áo,2,1,Cả hai,,
1161,Quần anime ,Quần,6,1,Cả hai,,
1162,Noname,Bí kíp,15,1,Cả hai,x,Danh hiệu
1163,Minh Giác Cốt Ngọc Tuyến,Nón,0,109,Nam,,
1164,Minh Giác Cốt Ngọc Trâm,Nón,0,109,Nữ,,
1165,Minh Giác Cốt Ngọc Giáp,Áo,2,107,Nam,,
1166,Minh Giác Cốt Ngọc Giáp,Áo,2,107,Nữ,,
1167,Minh Giác Cốt Ngọc Hạ Giáp,Quần,6,103,Nam,,
1168,Minh Giác Cốt Ngọc Hạ Giáp,Quần,6,103,Nữ,,
1169,Minh Giác Cốt Ngọc Thủ,Găng tay,4,105,Nam,,
1170,Minh Giác Cốt Ngọc Thủ,Găng tay,4,105,Nữ,,
1171,Minh Giác Cốt Ngọc Ngoa,Giày,8,101,Nam,,
1172,Minh Giác Cốt Ngọc Ngoa,Giày,8,101,Nữ,,
1173,Minh Giác Cốt Ngọc Phù,Bùa,9,102,Cả hai,,
1174,Minh Giác Cốt Ngọc Bội,Ngọc bội,7,104,Cả hai,,
1175,Minh Giác Cốt Ngọc Giới,Nhẫn,5,106,Cả hai,,
1176,Minh Giác Cốt Ngọc Liên,Dây chuyền,3,108,Cả hai,,
1177,Mảnh Minh Giác Cốt Ngọc Tuyến,Vật phẩm thường,27,1,Cả hai,,
1178,Mảnh Minh Giác Cốt Ngọc Giáp,Vật phẩm thường,27,1,Cả hai,,
1179,Mảnh Minh Giác Cốt Ngọc Thủ,Vật phẩm thường,27,1,Cả hai,,
1180,Mảnh Minh Giác Cốt Ngọc Hạ Giáp,Vật phẩm thường,27,1,Cả hai,,
1181,Mảnh Minh Giác Cốt Ngọc Ngoa,Vật phẩm thường,27,1,Cả hai,,
1182,Mảnh Minh Giác Cốt Ngọc Trâm,Vật phẩm thường,27,1,Cả hai,,
1183,Mảnh Minh Giác Cốt Ngọc Giáp Nữ,Vật phẩm thường,27,1,Cả hai,,
1184,Mảnh Minh Giác Cốt Ngọc Thủ Nữ,Vật phẩm thường,27,1,Cả hai,,
1185,Mảnh Minh Giác Cốt Ngọc Hạ Giáp Nữ,Vật phẩm thường,27,1,Cả hai,,
1186,Mảnh Minh Giác Cốt Ngọc Ngoa Nữ,Vật phẩm thường,27,1,Cả hai,,
1187,Mảnh Minh Giác Cốt Ngọc Phù,Vật phẩm thường,27,1,Cả hai,,
1188,Mảnh Minh Giác Cốt Ngọc Bội,Vật phẩm thường,27,1,Cả hai,,
1189,Mảnh Minh Giác Cốt Ngọc Giới,Vật phẩm thường,27,1,Cả hai,,
1190,Mảnh Minh Giác Cốt Ngọc Liên,Vật phẩm thường,27,1,Cả hai,,
1191,Cải Trang Buffalo ,Mặt nạ,11,1,Nam,,
1192,Áo Buffalo ,Áo,2,1,Nam,,
1193,Quần Buffalo ,Quần,6,1,Nam,,
1194,Cải trang Rube,Mặt nạ,11,1,Nam,,
1195,Áo Rube,Áo,2,1,Nam,,
1196,Quần Rube,Quần,6,1,Nam,,
1197,Cải Trang Sumil,Mặt nạ,11,1,Cả hai,,
1198,Áo Sumil,Áo,2,1,Cả hai,,
1199,Quần Sumil,Quần,6,1,Cả hai,,
1200,Cải Trang Fairies,Mặt nạ,11,1,Nữ,,
1201,Áo Fairies,Áo,2,1,Nữ,,
1202,Quần Fairies,Quần,6,1,Nữ,,
1203,Cải trang Sixgirl,Mặt nạ,11,1,Nữ,,
1204,Áo Sixgirl,Áo,2,1,Nữ,,
1205,Quần Sixgirl,Quần,6,1,Nữ,,
1206,Noname,Bí kíp,15,1,Cả hai,x,Chưa sử dụng 
1207,Noname,Bí kíp,15,1,Cả hai,x,Chưa sử dụng 
1208,Hộp Vũ khí ,Vật phẩm thường,27,100,Cả hai,,Mở nhận ngẫu nhiên vũ khí lv100 +12 đến +14 hạn 3 ngày
1209,Noname,Bí kíp,15,1,Cả hai,x,Chưa sử dụng 
1210,Noname,Bí kíp,15,1,Cả hai,x,Chưa sử dụng 
1211,Obito,Áo,2,20,Nam,x,Dùng thay đổi diện mạo
1212,Sakura,Áo,2,20,Nữ,x,Dùng thay đổi diện mạo
1213,Akatsuki,Mặt nạ,11,1,Cả hai,x,Cải trang chỉ hiện bên bản 211 trở lên
1214,Akatsuki,Mặt nạ,11,1,Cả hai,x,Cải trang chỉ hiện bên bản 211 trở lên
1215,Pet Thanh Long,Thú nuôi,10,1,Cả hai,,
1216,Trứng Hỏa Long,Vật phẩm thường,27,60,Cả hai,,Sau 1 giờ sẽ nở ra một Hỏa long con.
1217,Rương danh vọng,Vật phẩm thường,27,30,Cả hai,,Sử dụng tăng ngẫu nhiên 1-5 điểm danh vọng
1218,Lúa mì,Vật phẩm thường,27,10,Cả hai,,Vật phẩm sự kiện Cô hồn
1219,Trứng,Vật phẩm thường,27,10,Cả hai,,Vật phẩm sự kiện Cô hồn
1220,Sữa,Vật phẩm thường,27,10,Cả hai,,Vật phẩm sự kiện Cô hồn
1221,Bơ,Vật phẩm thường,27,10,Cả hai,,Vật phẩm sự kiện Cô hồn
1222,Bánh mì,Vật phẩm thường,27,20,Cả hai,,Vật phẩm sự kiện Cô hồn
1223,Bánh mì bơ,Vật phẩm thường,27,20,Cả hai,,Vật phẩm sự kiện Cô hồn
1224,Noname,Bí kíp,15,1,Cả hai,x,Chưa sử dụng 
1225,Noname,Bí kíp,15,1,Cả hai,x,Chưa sử dụng 
1226,Noname,Bí kíp,15,1,Cả hai,x,Chưa sử dụng 
1227,Noname,Bí kíp,15,1,Cả hai,x,Chưa sử dụng 
1228,Noname,Bí kíp,15,1,Cả hai,x,Chưa sử dụng 
1229,Lồng đèn rồng,Thú nuôi,10,1,Cả hai,x,
1230,Mảnh sách mới,Vật phẩm thường,27,100,Cả hai,,Sử dụng 100 mảnh để đổi lấy sách võ công cấp 125
